                    ************************************************************************************************
                    *  Z= 29 A= 61: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 61 and ldmodel= 3  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.203  1.75E-01 6.98E-01 2.99E+00 1.41E-01 2.01E-01 1.71E-01 1.03E-01 4.65E-02 1.60E-02 4.28E-03 8.94E-04 1.46E-04 1.89E-05 1.92E-06 1.54E-07 9.81E-09 4.95E-10 1.98E-11 6.28E-13 1.58E-14 3.17E-16 5.04E-18 6.38E-20 6.41E-22 5.13E-24 3.26E-26 1.65E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.287  4.13E-01 9.55E-01 4.09E+00 1.93E-01 2.75E-01 2.34E-01 1.41E-01 6.36E-02 2.19E-02 5.86E-03 1.22E-03 2.00E-04 2.58E-05 2.62E-06 2.11E-07 1.34E-08 6.77E-10 2.71E-11 8.60E-13 2.17E-14 4.34E-16 6.90E-18 8.72E-20 8.77E-22 7.01E-24 4.46E-26 2.26E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.351  7.38E-01 1.30E+00 5.57E+00 2.63E-01 3.75E-01 3.19E-01 1.92E-01 8.66E-02 2.99E-02 7.98E-03 1.66E-03 2.73E-04 3.51E-05 3.57E-06 2.87E-07 1.83E-08 9.22E-10 3.69E-11 1.17E-12 2.95E-14 5.90E-16 9.39E-18 1.19E-19 1.19E-21 9.55E-24 6.07E-26 3.07E-28 1.24E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.406  1.18E+00 1.76E+00 7.55E+00 3.57E-01 5.08E-01 4.32E-01 2.61E-01 1.17E-01 4.05E-02 1.08E-02 2.26E-03 3.69E-04 4.76E-05 4.84E-06 3.89E-07 2.48E-08 1.25E-09 5.00E-11 1.59E-12 4.00E-14 8.00E-16 1.27E-17 1.61E-19 1.62E-21 1.29E-23 8.23E-26 4.17E-28 1.68E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.454  1.77E+00 2.38E+00 1.02E+01 4.82E-01 6.85E-01 5.83E-01 3.52E-01 1.58E-01 5.46E-02 1.46E-02 3.05E-03 4.99E-04 6.43E-05 6.54E-06 5.25E-07 3.34E-08 1.69E-09 6.75E-11 2.14E-12 5.40E-14 1.08E-15 1.72E-17 2.17E-19 2.18E-21 1.75E-23 1.11E-25 5.62E-28 2.26E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.497  2.57E+00 3.20E+00 1.37E+01 6.48E-01 9.22E-01 7.84E-01 4.73E-01 2.13E-01 7.35E-02 1.96E-02 4.10E-03 6.70E-04 8.64E-05 8.79E-06 7.07E-07 4.50E-08 2.27E-09 9.07E-11 2.88E-12 7.26E-14 1.45E-15 2.31E-17 2.92E-19 2.94E-21 2.35E-23 1.49E-25 7.56E-28 3.05E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.537  3.64E+00 4.29E+00 1.84E+01 8.68E-01 1.24E+00 1.05E+00 6.34E-01 2.86E-01 9.84E-02 2.63E-02 5.49E-03 8.98E-04 1.16E-04 1.18E-05 9.47E-07 6.03E-08 3.04E-09 1.22E-10 3.86E-12 9.72E-14 1.95E-15 3.10E-17 3.92E-19 3.94E-21 3.15E-23 2.00E-25 1.01E-27 4.08E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.574  5.08E+00 5.73E+00 2.45E+01 1.16E+00 1.65E+00 1.40E+00 8.47E-01 3.81E-01 1.32E-01 3.51E-02 7.33E-03 1.20E-03 1.55E-04 1.57E-05 1.27E-06 8.05E-08 4.06E-09 1.62E-10 5.16E-12 1.30E-13 2.60E-15 4.14E-17 5.23E-19 5.26E-21 4.21E-23 2.68E-25 1.35E-27 5.45E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.609  6.98E+00 7.63E+00 3.27E+01 1.54E+00 2.20E+00 1.87E+00 1.13E+00 5.08E-01 1.75E-01 4.68E-02 9.77E-03 1.60E-03 2.06E-04 2.10E-05 1.69E-06 1.07E-07 5.41E-09 2.16E-10 6.87E-12 1.73E-13 3.47E-15 5.51E-17 6.97E-19 7.01E-21 5.60E-23 3.56E-25 1.80E-27 7.27E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.641  9.52E+00 1.01E+01 4.34E+01 2.05E+00 2.92E+00 2.49E+00 1.50E+00 6.76E-01 2.33E-01 6.22E-02 1.30E-02 2.13E-03 2.74E-04 2.79E-05 2.24E-06 1.43E-07 7.19E-09 2.88E-10 9.13E-12 2.30E-13 4.61E-15 7.33E-17 9.27E-19 9.32E-21 7.45E-23 4.74E-25 2.40E-27 9.66E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.673  1.29E+01 1.35E+01 5.76E+01 2.72E+00 3.88E+00 3.30E+00 1.99E+00 8.96E-01 3.09E-01 8.26E-02 1.72E-02 2.82E-03 3.63E-04 3.70E-05 2.97E-06 1.89E-07 9.54E-09 3.82E-10 1.21E-11 3.05E-13 6.11E-15 9.72E-17 1.23E-18 1.24E-20 9.88E-23 6.29E-25 3.18E-27 1.28E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.703  1.60E+01 1.24E+01 7.81E+01 1.38E+00 2.32E+00 2.59E+00 2.28E+00 1.67E+00 1.05E+00 5.65E-01 2.66E-01 1.09E-01 3.95E-02 1.25E-02 3.51E-03 8.65E-04 1.89E-04 3.63E-05 6.18E-06 9.32E-07 1.24E-07 1.47E-08 1.54E-09 1.43E-10 1.17E-11 8.56E-13 5.53E-14 3.17E-15 1.61E-16 7.27E-18 2.91E-19 1.03E-20 3.25E-22
   3.25  0.731  1.98E+01 1.54E+01 9.90E+01 1.67E+00 2.81E+00 3.17E+00 2.83E+00 2.11E+00 1.35E+00 7.47E-01 3.62E-01 1.54E-01 5.75E-02 1.90E-02 5.55E-03 1.44E-03 3.30E-04 6.71E-05 1.21E-05 1.95E-06 2.78E-07 3.52E-08 3.97E-09 3.98E-10 3.56E-11 2.82E-12 2.00E-13 1.26E-14 7.04E-16 3.51E-17 1.56E-18 6.18E-20 2.18E-21
   3.50  0.759  2.46E+01 1.92E+01 1.25E+02 2.01E+00 3.41E+00 3.87E+00 3.50E+00 2.65E+00 1.73E+00 9.80E-01 4.87E-01 2.13E-01 8.25E-02 2.83E-02 8.60E-03 2.33E-03 5.59E-04 1.20E-04 2.28E-05 3.88E-06 5.89E-07 7.97E-08 9.62E-09 1.04E-09 9.98E-11 8.57E-12 6.58E-13 4.51E-14 2.76E-15 1.51E-16 7.40E-18 3.24E-19 1.27E-20
   3.75  0.786  3.06E+01 2.37E+01 1.58E+02 2.43E+00 4.13E+00 4.73E+00 4.32E+00 3.32E+00 2.20E+00 1.28E+00 6.50E-01 2.92E-01 1.17E-01 4.13E-02 1.31E-02 3.67E-03 9.23E-04 2.07E-04 4.15E-05 7.45E-06 1.19E-06 1.72E-07 2.21E-08 2.54E-09 2.62E-10 2.42E-11 2.00E-12 1.49E-13 9.89E-15 5.90E-16 3.15E-17 1.51E-18 6.49E-20
   4.00  0.811  3.79E+01 2.94E+01 1.98E+02 2.92E+00 4.99E+00 5.76E+00 5.32E+00 4.15E+00 2.80E+00 1.65E+00 8.60E-01 3.97E-01 1.63E-01 5.96E-02 1.95E-02 5.68E-03 1.49E-03 3.48E-04 7.31E-05 1.38E-05 2.33E-06 3.53E-07 4.82E-08 5.90E-09 6.48E-10 6.41E-11 5.69E-12 4.54E-13 3.26E-14 2.10E-15 1.22E-16 6.37E-18 2.99E-19
